ID,NAME,PROVINCE,LATITUDE,LONGITUDE,ELEVATION,HOURLY_FIRST_DAY, HOURLY_LAST_DAY, DAILY_FIRST_DAY, DAILY_LAST_DAY,MONTHLY_FIRST_DAY, MONTHLY_LAST_DAY
2194,BROOKS,ALTA,50.5833333333333,-111.9,755.3,1966-02-14,1979-03-31,1966-02-01,1980-05-31,1966-01-01,1980-12-01
2180,BROOKS,ALTA,50.5552972222222,-111.848897222222,747,1994-02-01,2013-12-30,1988-12-01,2013-12-30,1988-01-01,2007-10-01
2195,BROOKS 1,ALTA,50.5666666666667,-111.9,758,null,null,1912-04-01,1968-08-31,1912-01-01,1968-12-01
2196,BROOKS AHRC,ALTA,50.55,-111.85,758,null,null,1915-04-01,1988-10-31,1915-01-01,1988-12-01
2197,BROOKS NORTH,ALTA,50.6166666666667,-111.883333333333,759,null,null,1970-06-01,2002-09-30,1970-01-01,2002-09-01
2057,BROOKS ONE TREE,ALTA,50.6333333333333,-111.783333333333,737,null,null,1960-04-01,1991-06-30,1960-01-01,1991-12-01
4880,BROUGHAM,ONT,43.9166666666667,-79.1166666666667,198.1,null,null,1965-08-01,1975-05-31,1965-01-01,1975-12-01
5328,BROUGHTON STATION,QUE,46.2,-71.1166666666667,373.4,null,null,1965-05-01,1981-08-31,1965-01-01,1981-12-01
1737,BROUGHTON VILLAGE,NU,67.55,-64.0333333333333,9.1,null,null,1971-06-01,1974-10-31,1971-01-01,1974-12-01
6023,BROUILLAN,QUE,49.8,-78.95,259.1,null,null,1977-06-01,1986-11-30,1977-01-01,1986-12-01
10971,BROWN RIVER,NU,66.0333333333333,-91.8333333333333,150,1994-02-01,2001-07-04,1994-12-04,2004-06-21,1996-03-01,2001-07-01
1829,BROWNFIELD,ALTA,52.3191733333333,-111.469465,755.3,null,null,1958-09-01,2009-06-14,1958-01-01,2007-11-01
1829,BROWNFIELD,ALTA,52.3191733333333,-111.469465,755.3,null,null,1958-09-01,2009-06-14,1958-01-01,2007-11-01
27617,BROWNSDALE,NFLD,48.0336111111111,-53.1188888888889,10,null,null,1998-08-01,2013-12-29,1998-08-01,2006-02-01
47067,BROWNVALE AGCM,ALTA,56.1177777777778,-117.886391111111,748,2008-06-05,2013-12-30,2008-06-05,2013-12-30,null,null
4068,BRUCE MINES,ONT,46.3,-83.9166666666667,181.4,null,null,1898-09-01,1914-03-31,1898-01-01,1914-12-01
4067,BRUCE MINES RADIGAN,ONT,46.3,-83.75,178,null,null,1978-11-01,1980-04-30,1978-01-01,1980-12-01
4546,BRUCE ONTARIO HYDRO,ONT,44.3333333333333,-81.5833333333333,179.8,null,null,1971-08-01,1977-10-31,1971-01-01,1977-12-01
4547,BRUCEFIELD,ONT,43.55,-81.55,259.1,null,null,1903-03-01,1993-12-31,1903-01-01,1993-12-01
458,BRUCEJACK LAKE,BC,56.4666666666667,-130.166666666667,1372,null,null,1988-07-01,1990-08-31,1988-01-01,1990-12-01
4843,BRUCES MILL,ONT,44,-79.3333333333333,358.1,null,null,1968-12-01,1974-04-30,1969-01-01,1974-12-01
1830,BRUDERHEIM,ALTA,53.7833333333333,-112.933333333333,640.1,null,null,1899-09-01,1962-12-31,1899-01-01,1962-12-01
2485,BRULE BLACK CAT,ALTA,53.35,-117.866666666667,1036.3,null,null,1985-07-01,2013-12-29,1985-01-01,2007-11-01
6125,BRUNSWICK MINES,NB,47.4833333333333,-65.8833333333333,213.4,null,null,1973-01-01,1981-03-31,1973-01-01,1981-12-01
4548,BRUSSELS,ONT,43.7333333333333,-81.2333333333333,339.9,null,null,1965-08-01,1967-09-30,1965-01-01,1967-12-01
1524,BRYN MYRDDIN FARM,YT,60.8666666666667,-135.383333333333,686,null,null,1988-05-01,1996-08-31,1988-01-01,1996-08-01
300,BUCCANEER BAY,BC,49.4833333333333,-123.966666666667,1.5,null,null,1927-08-01,1948-11-30,1927-01-01,1948-12-01
2858,BUCHANAN,SASK,51.7166666666667,-102.833333333333,502.9,null,null,1965-03-01,1970-05-31,1965-01-01,1970-12-01
2857,BUCHANAN,SASK,51.7166666666667,-102.733333333333,503.2,null,null,1954-01-01,1958-08-31,1954-01-01,1958-12-01
6579,BUCHANS,NFLD,48.8166666666667,-56.8666666666667,269.7,null,null,1965-07-01,2011-06-30,1965-01-01,2006-02-01
6580,BUCHANS,NFLD,48.8166666666667,-56.85,219.5,null,null,1937-01-01,1947-01-31,1937-01-01,1946-12-01
6581,BUCHANS A,NFLD,48.85,-56.8333333333333,276.1,1953-01-01,1965-06-30,1943-11-01,1965-06-30,1943-01-01,1965-12-01
6582,BUCHANS JUNCTION,NFLD,48.85,-56.4666666666667,160.8,null,null,1988-07-01,1997-05-31,1988-01-01,1997-05-01
1806,BUCK MOUNTAIN,ALTA,53.0333333333333,-114.7,914.4,null,null,1967-10-01,1970-08-31,1967-01-01,1970-12-01
1831,BUCK MOUNTAIN,ALTA,53.0166666666667,-114.7,1060.7,null,null,1939-05-01,1951-07-31,1939-01-01,1951-12-01
5582,BUCKINGHAM,QUE,45.5833333333333,-75.4166666666667,137.2,null,null,1960-04-01,1985-01-31,1960-01-01,1985-12-01
1450,BUCKINGHORSE RIVER,BC,57.3833333333333,-122.866666666667,1097.3,null,null,1973-08-01,1977-10-31,1973-01-01,1975-12-01
2486,BUCKTON LO,ALTA,57.8666666666667,-112.1,792.5,null,null,1965-06-01,2010-08-30,1965-01-01,2007-08-01
6126,BUCTOUCHE,NB,46.5166666666667,-64.7166666666667,10.7,null,null,1965-10-01,1999-07-31,1965-01-01,1999-07-01
6127,BUCTOUCHE CDA,NB,46.4333333333333,-64.7666666666667,36,null,null,1982-07-01,1991-10-31,1982-01-01,1991-11-01
6918,BUCTOUCHE CDA CS,NB,46.4302794444444,-64.7680580555556,35.9,2005-07-13,2013-12-30,1991-08-01,2013-12-30,1991-01-01,2007-07-01
2058,BUFFALO,ALTA,50.9333333333333,-110.933333333333,624.8,null,null,1982-06-01,1983-07-31,1982-01-01,1983-12-01
50920,BUFFALO AGCM,ALTA,50.7980997222222,-110.68558,723,2012-11-07,2013-12-30,null,null,null,null
2665,BUFFALO HEAD PRAIRIE,ALTA,58.05,-116.266666666667,335.3,null,null,1932-11-01,1959-09-30,1932-01-01,1959-12-01
1243,BUFFALO LAKE,BC,51.7075,-121.082833333333,1003,null,null,1962-05-01,2013-12-27,1962-01-01,2007-02-01
2666,BUFFALO LO,ALTA,57.95,-116.216666666667,792.5,null,null,1958-05-01,2011-09-29,1958-01-01,2007-09-01
3356,BUFFALO NARROWS,SASK,55.85,-108.466666666667,422.5,1968-07-01,1979-10-31,1968-07-01,1979-10-31,1968-01-01,1979-12-01
3355,BUFFALO NARROWS,SASK,55.8666666666667,-108.483333333333,421.2,null,null,1962-01-01,1968-06-30,1960-01-01,1968-12-01
7534,BUFFALO NARROWS (AUT),SASK,55.8405577777778,-108.420558055556,440.1,1994-02-01,2013-12-30,1992-12-02,2013-12-30,1998-04-01,2007-10-01
50823,BUFFALO NARROWS A,SASK,55.8419444444444,-108.4175,433.7,2012-11-08,2013-12-30,null,null,null,null
3357,BUFFALO NARROWS A,SASK,55.8333333333333,-108.433333333333,433.7,1979-11-01,2012-11-08,1979-11-01,2012-11-15,1979-01-01,2007-11-01
2859,BUFFALO POUND LAKE,SASK,50.55,-105.383333333333,588,null,null,1965-01-01,2013-12-29,1965-01-01,2007-11-01
1353,BUGABOO CREEK LODGE,BC,50.7546944444444,-116.706638888889,1529,null,null,1972-10-01,2006-05-31,1972-01-01,2006-05-01
26829,BULL ARM,NFLD,47.8166666666667,-53.9,119,1994-06-08,1997-05-28,null,null,null,null
234,BULL HARBOUR,BC,50.9166666666667,-127.95,13.7,1953-01-01,1988-12-31,1921-07-01,1988-12-31,1921-01-01,1988-12-01
50921,BULL SPRINGS AGCM,ALTA,50.33947,-110.484099722222,780,2012-11-07,2013-12-30,null,null,null,null
45747,BULLHORN COULEE RESERVOIR,ALTA,49.2952777777778,-113.358611111111,1115,2006-12-31,2013-12-30,2007-03-01,2013-12-30,2007-03-01,2007-10-01
45749,BULLHORN HEADWATERS,ALTA,49.1525,-113.550555555556,1326,2007-03-11,2013-08-07,2007-03-01,2013-08-07,2007-03-01,2007-11-01
1397,BULLMOOSE,BC,55.2333333333333,-121.383333333333,1102,null,null,1982-11-01,2003-03-31,1983-01-01,2003-03-01
2059,BULLPOUND CREEK,ALTA,51.2833333333333,-111.883333333333,793,null,null,1982-05-01,1992-08-31,1982-01-01,1992-12-01
5329,BULWER,QUE,45.35,-71.7,288,null,null,1965-04-01,1982-03-31,1965-01-01,1982-12-01
720,BUNTZEN BAY,BC,49.3847222222222,-122.862777777778,10,null,null,1971-11-01,2007-02-28,1971-01-01,2007-02-01
721,BUNTZEN LAKE,BC,49.3833333333333,-122.866666666667,10,null,null,1924-01-01,1983-05-31,1924-01-01,1983-12-01
3993,BURCHELL LAKE,ONT,48.6166666666667,-90.5833333333333,464.8,null,null,1962-08-01,1967-08-31,1962-01-01,1967-12-01
4738,BURFORD,ONT,43.1,-80.4333333333333,259.1,null,null,1970-10-01,1971-09-30,1970-01-01,1971-12-01
6583,BURGEO,NFLD,47.6166666666667,-57.6166666666667,10.6,1966-11-07,1995-07-31,1966-11-01,1995-07-31,1966-01-01,1995-07-01
6584,BURGEO 2,NFLD,47.6166666666667,-57.6166666666667,10.6,1994-02-01,2006-07-27,1939-01-01,2006-07-31,1939-01-01,2006-07-01
45287,BURGEO NL,NFLD,47.6166666666667,-57.6166666666667,10.6,2006-01-23,2013-12-30,2006-08-01,2013-12-27,2006-08-01,2007-07-01
6585,BURIN,NFLD,47,-55.1666666666667,15.2,null,null,1909-02-01,1931-10-31,1909-01-01,1931-12-01
45349,BURK'S FALLS,ONT,45.655015,-79.4,335,null,null,2006-08-01,2010-03-30,2006-08-01,2006-12-01
4424,BURK'S FALLS 2,ONT,45.5833333333333,-79.6,310,null,null,1988-05-01,1995-04-30,1988-01-01,1995-04-01
4881,BURKETON MCLAUGHLIN,ONT,44.0333333333333,-78.8,312.4,null,null,1969-02-01,2002-03-31,1969-01-01,2002-03-01
4425,BURKS FALLS,ONT,45.6,-79.5666666666667,320,null,null,1888-03-01,1986-07-31,1888-01-01,1986-12-01
5158,BURLEIGH FALLS,ONT,44.5666666666667,-78.2166666666667,243.8,null,null,1975-10-01,1994-10-31,1976-01-01,1994-12-01
4882,BURLINGTON,ONT,43.35,-79.8,105.2,null,null,1947-04-01,1974-04-30,1947-01-01,1974-12-01
4883,BURLINGTON DRURY LANE,ONT,43.3333333333333,-79.8,91.4,null,null,1961-10-01,1970-08-31,1961-01-01,1970-12-01
4884,BURLINGTON ELIZABETH GDN,ONT,43.3666666666667,-79.7333333333333,83.8,null,null,1961-12-01,1977-05-31,1961-01-01,1977-12-01
4885,BURLINGTON FIRE HQ'S,ONT,43.35,-79.8166666666667,114.3,null,null,1970-05-01,1983-01-31,1970-01-01,1983-12-01
7868,BURLINGTON PIERS (AUT),ONT,43.3,-79.8,77.4,1994-02-01,2013-12-30,1992-12-03,2013-12-30,null,null
4886,BURLINGTON SKYWAY,ONT,43.3166666666667,-79.8,76.2,null,null,1968-04-01,1970-06-30,1968-01-01,1970-12-01
4887,BURLINGTON TS,ONT,43.3333333333333,-79.8333333333333,99.1,null,null,1951-04-01,1999-09-30,1951-01-01,1999-09-01
722,BURNABY BC INST TECHNOL,BC,49.25,-123,30.5,null,null,1966-04-01,1968-10-31,1966-01-01,1968-12-01
723,BURNABY BRANTFORD,BC,49.2333333333333,-122.966666666667,125,null,null,1959-12-01,1970-03-31,1960-01-01,1970-12-01
724,BURNABY CAPITOL HILL,BC,49.2861111111111,-122.986666666667,182.9,null,null,1960-01-01,2001-12-31,1960-01-01,2001-12-01
718,BURNABY CARIBOO DAM,BC,49.25,-122.916666666667,12.8,null,null,1979-05-01,1987-12-31,1979-01-01,1987-12-01
725,BURNABY CURTIS,BC,49.2833333333333,-122.966666666667,99.1,null,null,1968-07-01,1973-05-31,1968-01-01,1973-12-01
719,BURNABY EAST,BC,49.2166666666667,-122.75,120.1,null,null,1978-05-01,1980-08-31,1978-01-01,1980-12-01
726,BURNABY EAST,BC,49.2333333333333,-122.933333333333,114.3,null,null,1955-07-01,1958-04-30,1955-01-01,1958-12-01
727,BURNABY EDMONDS,BC,49.2166666666667,-122.95,99.1,null,null,1959-12-01,1962-12-31,1960-01-01,1962-12-01
728,BURNABY LAKE,BC,49.2666666666667,-122.95,65.5,null,null,1960-01-01,1963-03-31,1960-01-01,1963-12-01
729,BURNABY LAKE WEST,BC,49.2666666666667,-122.983333333333,33.5,null,null,1964-01-01,1964-07-31,1964-01-01,1964-12-01
671,BURNABY METROTOWN,BC,49.2166666666667,-123,125,null,null,1987-04-01,1998-03-31,1987-01-01,1998-03-01
730,BURNABY MTN TERMINAL,BC,49.2666666666667,-122.933333333333,137.2,null,null,1958-07-01,1996-04-30,1958-01-01,1996-04-01
731,BURNABY SIMON FRASER U,BC,49.2783888888889,-122.918044444444,365.8,null,null,1965-02-01,2013-12-11,1965-01-01,2007-02-01
732,BURNABY SUNCREST,BC,49.2166666666667,-123.016666666667,54.9,null,null,1955-07-01,1957-06-30,1955-01-01,1957-12-01
733,BURNABY VANCOUVER HTS,BC,49.3,-123.016666666667,82.3,null,null,1959-12-01,1966-09-30,1960-01-01,1966-12-01
4888,BURNHAMTHORPE,ONT,43.6166666666667,-79.6,144.8,null,null,1951-05-01,1955-03-31,1951-01-01,1955-12-01
8924,BURNS CREEK,ALTA,50.6166666666667,-114.883333333333,1875,null,null,1999-03-01,2007-11-30,1999-03-01,2007-11-01
572,BURNS LAKE,BC,54.2333333333333,-125.766666666667,704.1,1969-02-03,1990-11-30,1969-02-01,1990-11-30,1969-01-01,1990-12-01
6825,BURNS LAKE 10 SOUTH,BC,54.15,-125.733333333333,783,null,null,1992-07-01,1994-09-30,1992-01-01,1994-12-01
574,BURNS LAKE DECKER LAKE,BC,54.3831666666667,-125.958666666667,713.2,1990-12-01,2013-12-30,1990-12-01,2013-12-30,1990-01-01,2006-11-01
573,BURNS LAKE DECKER LAKE,BC,54.25,-125.8,707.1,null,null,1949-03-01,1973-01-31,1949-01-01,1973-12-01
2060,BURNSTICK LO,ALTA,51.9666666666667,-114.783333333333,1219.2,null,null,1962-05-01,1992-08-31,1962-01-01,1992-12-01
6129,BURNT CHURCH,NB,47.2333333333333,-65.1333333333333,15.2,null,null,1974-02-01,1976-06-30,1974-01-01,1976-12-01
6128,BURNT CHURCH,NB,47.2,-65.1333333333333,7.6,null,null,1934-05-01,1958-02-28,1934-01-01,1958-12-01
6586,BURNT POND,NFLD,48.1666666666667,-57.3333333333333,298.7,null,null,1972-07-01,2013-12-28,1972-01-01,2006-02-01
6958,BURNT RIVER-CLARK,ONT,44.6333333333333,-78.7,259,null,null,1992-06-01,1992-08-31,1992-01-01,1992-12-01
2371,BURNT TIMBER LO,ALTA,51.5,-115.383333333333,2316.5,null,null,1975-07-01,1986-09-30,1975-01-01,1986-12-01
29774,BURNTWOOD RIVER,MAN,55.5,-99.2166666666667,215,null,null,2000-03-01,2002-10-31,2000-03-01,2002-10-01
734,BURQUITLAM VANCOUVER GOLF COURSE,BC,49.2516666666667,-122.876944444444,122,null,null,1926-01-01,2005-12-31,1926-01-01,2005-12-01
5330,BURROUGHS FALLS,QUE,45.15,-72,210.3,null,null,1952-06-01,1954-07-31,1952-01-01,1954-12-01
10192,BURWASH,YT,61.3666666666667,-139.033333333333,806.8,1994-02-01,2004-02-12,1993-03-08,2004-02-12,1999-12-01,2000-08-01
49650,BURWASH A,YT,61.3705555555556,-139.04,805.3,2011-12-12,2013-12-30,2011-12-15,2013-12-30,null,null
49650,BURWASH A,YT,61.3705555555556,-139.04,805.3,2011-12-12,2013-12-30,2011-12-15,2013-12-30,null,null
1525,BURWASH A,YT,61.3666666666667,-139.05,806.2,1966-10-01,2012-07-12,1966-10-01,2013-03-31,1966-01-01,2007-02-01
50270,BURWASH A,YT,61.3705555555556,-139.04,806.2,2012-07-09,2013-12-30,null,null,null,null
51718,BURWASH AIRPORT AUTO BC,YT,61.3666666666667,-139.016666666667,807,2013-09-09,2013-12-30,2013-09-09,2013-12-30,null,null
31087,BURWASH AWOS,YT,61.3700083333333,-139.032233888889,805.3,2008-07-02,2011-12-15,null,null,null,null
5332,BURY,QUE,45.5166666666667,-71.4833333333333,378,null,null,1970-06-01,1994-05-31,1970-01-01,1994-12-01
5331,BURY,QUE,45.4833333333333,-71.5166666666667,289.6,null,null,1960-12-01,1964-04-30,1960-01-01,1963-12-01
5333,BURY (COLLEGE D'ALZON),QUE,45.4833333333333,-71.5,289.6,null,null,1963-08-01,1971-09-30,1963-01-01,1968-12-01
6854,BUSBY,ALTA,53.9968333333333,-113.888777777778,701,null,null,1993-09-01,2013-12-27,1993-01-01,2007-11-01
47068,BUSBY AGCM,ALTA,53.9308347222222,-113.921666944444,714,2008-06-05,2013-12-30,2008-06-05,2013-12-30,null,null
385,BUTEDALE,BC,53.15,-128.7,15.2,null,null,1974-06-01,1978-04-30,1974-01-01,1978-12-01
6555,BUTLERVILLE,NFLD,47.5791666666667,-53.3161111111111,16,null,null,1988-06-01,2010-10-31,1988-01-01,2006-02-01
3212,BUTTE ST PIERRE,SASK,53.45,-109.2,571.5,null,null,1955-05-01,2013-12-29,1955-01-01,2007-11-01
1785,BYRON BAY A,NU,68.75,-109.066666666667,92.1,1955-08-04,1994-05-19,1957-06-01,1993-06-30,1957-01-01,1993-12-01
49948,CABIN LAKE AGCM,ALTA,51.0236125,-111.221391388889,734,2012-02-01,2013-12-30,null,null,null,null
3076,CABRI,SASK,50.5166666666667,-108.45,678.2,null,null,1964-10-01,1975-03-31,1964-01-01,1975-12-01
4185,CACHE BAY,ONT,46.3833333333333,-80.0166666666667,198.1,null,null,1981-05-01,1985-03-31,1981-01-01,1985-12-01
1244,CACHE CREEK 16 MILE,BC,50.9150055555556,-121.415286111111,515.1,null,null,1982-11-01,1998-11-30,1982-01-01,1998-11-01
6024,CACHE LAKE,QUE,49.8333333333333,-74.4166666666667,381.9,null,null,1951-11-01,1960-02-29,1951-01-01,1960-12-01
3077,CADILLAC,SASK,49.7166666666667,-107.75,784.9,null,null,1923-02-01,1987-02-28,1923-01-01,1987-12-01
5980,CADILLAC,QUE,48.2,-78.3333333333333,324.6,null,null,1976-06-01,1978-11-30,1976-01-01,1978-12-01
5979,CADILLAC,QUE,48.2166666666667,-78.3833333333333,320.6,null,null,1951-09-01,1984-06-30,1951-01-01,1984-12-01
1631,CADILLAC MINE,NWT,61.5333333333333,-124.75,868.1,null,null,1970-01-01,1982-05-31,1970-01-01,1982-12-01
1833,CADOGAN,ALTA,52.25,-110.533333333333,665.3,null,null,1980-07-01,2002-06-30,1980-01-01,2002-06-01
1832,CADOGAN,ALTA,52.2666666666667,-110.583333333333,670.6,null,null,1965-11-01,1965-12-31,1965-01-01,1965-12-01
46470,CADOGAN AGCM,ALTA,52.3341686111111,-110.510000555556,690,2007-09-11,2013-12-30,2007-09-11,2013-12-30,null,null
2667,CADOTTE LO,ALTA,56.3,-116.433333333333,731.5,null,null,1967-05-01,2011-09-22,1967-01-01,2007-09-01
4549,CAIRO,ONT,42.7,-81.9,198.1,null,null,1965-07-01,1967-04-30,1965-01-01,1967-12-01
4237,CALABOGIE,ONT,45.25,-76.7333333333333,155.4,null,null,1950-01-01,1956-03-31,1950-01-01,1956-12-01
2201,CALDWELL,ALTA,49.1666666666667,-113.633333333333,1286,null,null,1910-11-01,1990-12-31,1910-01-01,1990-12-01
4889,CALEDON,ONT,43.8666666666667,-79.9333333333333,384,null,null,1979-10-01,1980-06-30,1979-01-01,1980-12-01
27485,CALEDON NORTH,ONT,43.9333333333333,-79.95,406,null,null,1998-01-01,2006-12-31,1998-01-01,2006-12-01
11008,CALEDON VILLAGE,ONT,43.85,-80,423,null,null,1993-10-01,1995-12-31,1993-10-01,1995-12-01
4612,CALEDONIA,ONT,43.0833333333333,-79.95,205.7,null,null,1931-01-01,1966-11-30,1931-01-01,1966-12-01
2061,CALENDULA SIBBALD,ALTA,51.4833333333333,-110.05,718.7,null,null,1926-05-01,1936-03-31,1926-01-01,1936-12-01
2202,CALGARY BEARSPAW,ALTA,51.1,-114.333333333333,1188.7,null,null,1965-05-01,1965-08-31,1965-01-01,1965-12-01
2203,CALGARY BELLEVIEW,ALTA,51.1,-114.15,1112.5,null,null,1961-07-01,1966-08-31,1961-01-01,1966-12-01
2168,CALGARY ELBOW VIEW,ALTA,51.0166666666667,-114.2,1127.8,null,null,1966-08-01,1987-01-31,1966-01-01,1987-12-01
2204,CALGARY GLENMORE DAM,ALTA,51.0166666666667,-114.1,1066.8,null,null,1956-05-01,1979-09-30,1956-01-01,1979-12-01
2205,CALGARY INT'L A,ALTA,51.1138888888889,-114.020277777778,1084.1,1953-01-01,2012-07-12,1881-10-01,2012-07-11,1881-01-01,2011-12-01
27211,CALGARY INT'L CS,ALTA,51.1086333333333,-114.014444444444,1081,2008-12-22,2013-12-30,1999-05-01,2013-12-30,2000-06-01,2007-11-01
50430,CALGARY INTL A,ALTA,51.1138888888889,-114.02,1084.1,2012-07-09,2013-12-30,2012-07-12,2013-12-30,null,null
45867,CALGARY MARLBOROUGH,ALTA,51.0625,-113.9875,1088,null,null,2004-10-05,2012-04-28,2004-11-01,2007-11-01
45907,CALGARY MIDNAPORE,ALTA,50.9066666666667,-114.06,1045,null,null,2004-10-05,2012-04-26,2004-11-01,2007-11-01
45887,CALGARY NOSE HILL,ALTA,51.0916666666667,-114.095,1138,null,null,2004-10-05,2012-04-29,2004-11-01,2007-11-01
2206,CALGARY POPLAR GARDENS,ALTA,51.0333333333333,-114.183333333333,1207.2,null,null,1987-02-01,2004-12-31,1987-01-01,2004-12-01
45847,CALGARY ROSSCARROCK,ALTA,51.0380555555556,-114.151666666667,1148,null,null,2004-10-05,2012-04-25,2004-12-01,2007-11-01
2207,CALGARY SIMONS VALLEY,ALTA,51.2166666666667,-114.2,1112.5,null,null,1962-07-01,1966-11-30,1962-01-01,1966-12-01
2209,CALGARY SPRINGBANK,ALTA,51.1,-114.433333333333,1249.7,null,null,1961-07-01,1963-10-31,1961-01-01,1963-12-01
2208,CALGARY SPRINGBANK,ALTA,51.0666666666667,-114.283333333333,1188.7,null,null,1970-01-01,1970-11-30,1970-01-01,1970-12-01
50623,CALGARY SPRINGBANK A,ALTA,51.1052777777778,-114.371388888889,1200.9,2012-08-07,2013-12-30,2012-08-09,2013-12-30,null,null
43500,CALLAGHAN VALLEY,BC,50.1439052777778,-123.110558333333,884,2005-01-18,2013-12-30,2005-06-13,2013-12-27,2005-11-01,2007-02-01
45487,CALLAGHAN VALLEY (SKI JUMP TOP),BC,50.1375,-123.110016666667,936,2006-12-18,2010-04-13,2006-12-18,2010-04-13,null,null
47835,CALLAGHAN VALLEY BIATHLON HIGH LEVEL,BC,50.0088888888889,-123.118613611111,882.7,2009-01-20,2010-07-08,2009-01-20,2010-07-08,null,null
47834,CALLAGHAN VALLEY CROSS COUNTRY HIGH LEVEL,BC,50.14278,-123.106389444444,922,2009-01-20,2010-07-08,null,null,null,null
47833,CALLAGHAN VALLEY LOW LEVEL,BC,50.1397227777778,-123.116945277778,838,2009-01-20,2010-07-08,2009-01-20,2010-07-08,null,null
45707,CALLAGHAN VALLEY(BIATHALON),BC,50.1472227777778,-123.115556111111,870,2007-03-06,2010-07-08,2007-03-06,2010-07-08,null,null
46967,CALLAGHAN VALLEY(SKI JUMP BOTTOM),BC,50.1368333333333,-123.113138888889,860,2008-01-21,2010-06-23,2008-01-21,2010-06-23,null,null
2489,CALLING LAKE RS,ALTA,55.25,-113.183333333333,598,null,null,1962-05-01,2011-01-31,1962-01-01,2007-11-01
1835,CALMAR,ALTA,53.2897241666667,-113.863057777778,720,null,null,1914-08-01,2013-05-05,1914-01-01,2007-11-01
1836,CALMAR TOWNSITE,ALTA,53.2333333333333,-113.8,670.6,null,null,1952-06-01,1959-03-31,1952-01-01,1959-12-01
1837,CALMAR WEST,ALTA,53.2833333333333,-113.866666666667,725,null,null,1970-01-01,1992-09-30,1970-01-01,1992-12-01
10847,CAM FOUR,NU,68.4369444444445,-89.7258333333333,328,1994-02-01,2013-12-30,1994-01-22,2013-12-30,2005-11-01,2007-05-01
6910,CAMBORNE,ONT,44.05,-78.2166666666667,175.3,null,null,1991-05-01,2002-03-31,1991-01-01,2002-03-01
2668,CAMBRIA LO,ALTA,59.25,-110.8,327,null,null,1987-05-01,2011-08-02,1987-01-01,2007-08-01
1786,CAMBRIDGE BAY A,NU,69.1080555555556,-105.138333333333,31.1,1953-01-01,2013-12-30,1929-01-01,2013-12-27,1929-01-01,2012-12-01
32233,CAMBRIDGE BAY GSN,NU,69.1080555555556,-105.138333333333,18.7,2002-12-31,2013-12-30,2002-12-01,2013-12-30,2002-12-01,2007-11-01
4739,CAMBRIDGE GALT MOE,ONT,43.3333333333333,-80.3166666666667,268.2,null,null,1879-09-01,1994-02-28,1879-01-01,1994-12-01
6309,CAMBRIDGE STATION,NS,45.0666666666667,-64.6166666666667,30.5,null,null,1973-10-01,1978-09-30,1973-01-01,1978-12-01
4740,CAMBRIDGE-STEWART,ONT,43.35,-80.3,289,null,null,1973-09-01,2000-12-31,1973-01-01,2000-12-01
6310,CAMDEN IHD,NS,45.3166666666667,-63.2,182.9,null,null,1973-02-01,1979-03-31,1973-01-01,1979-12-01
3279,CAMEO,SASK,53.2833333333333,-106.55,487.7,null,null,1952-10-01,1996-05-31,1952-01-01,1996-05-01
3477,CAMERON,MAN,49.4666666666667,-100.466666666667,442,null,null,1984-09-01,2001-01-31,1984-01-01,2001-01-01
2210,CAMERON COULEE,ALTA,50.65,-114.033333333333,1122,null,null,1986-07-01,1989-03-31,1986-01-01,1989-12-01
2373,CAMERON FALLS,ALTA,49.05,-113.916666666667,1310.6,null,null,1975-03-01,1995-12-31,1975-01-01,1995-12-01
3994,CAMERON FALLS,ONT,49.15,-88.35,228.6,null,null,1924-06-01,1998-08-31,1924-01-01,1998-08-01
27674,CAMERON FALLS (AUT),ONT,49.1538888888889,-88.3447222222222,232.6,2000-08-17,2013-12-30,1998-03-01,2013-12-27,1998-05-01,2006-12-01
1632,CAMERON HILLS,NWT,60.3,-117.05,841.2,null,null,1974-05-01,1974-08-31,1975-01-01,1975-12-01
142,CAMERON LAKE,BC,49.2833333333333,-124.583333333333,193,null,null,1924-01-01,1986-08-31,1924-01-01,1986-12-01
575,CAMILLE LAKE,BC,52.4166666666667,-121.966666666667,857,null,null,1980-09-01,1997-06-30,1980-01-01,1997-06-01
4550,CAMLACHIE,ONT,43.0333333333333,-82.1833333333333,192,null,null,1959-01-01,1968-06-30,1959-01-01,1968-12-01
4426,CAMP BORDEN,ONT,44.2666666666667,-79.9,221,null,null,1960-01-01,1966-08-31,1960-01-01,1966-12-01
4427,CAMP BORDEN A,ONT,44.3166666666667,-79.9,233.2,null,null,1926-05-01,1945-10-31,1926-01-01,1945-12-01
6003,CAMP DES PINS,QUE,53.55,-77.6666666666667,175.3,null,null,1975-06-01,1990-08-31,1975-01-01,1990-12-01
6014,CAMP DES SAULES,QUE,52.1833333333333,-77.15,243.8,null,null,1978-05-01,1984-09-30,1978-01-01,1984-12-01
5657,CAMP M-107,QUE,51.0666666666667,-67.4833333333333,487.7,null,null,1974-07-01,1975-04-30,1974-01-01,1975-12-01
5656,CAMP PROFOND,QUE,50.0166666666667,-67.3833333333333,106.7,null,null,1974-07-01,1975-10-31,1974-01-01,1975-12-01
5583,CAMP TAMARACOUTA,QUE,45.8333333333333,-74.2,281.9,null,null,1971-05-01,1987-02-28,1971-01-01,1987-12-01
